Fiscal Year,Land Class,Land Category,State,County,FIPS Code,Offshore Region,Product,Volume
2004,Federal,Onshore,Ohio,Hocking,"39073","",Oil (bbl),2457
2004,Federal,Onshore,Utah,Grand,"49019","",Oil (bbl),88220
2004,Federal,Onshore,Utah,Grand,"49019","",Gas (mcf),5920018
2004,Federal,Onshore,Kansas,Morton,"20129","",Gas (mcf),4331348
2004,Federal,Onshore,Kansas,Morton,"20129","",Oil (bbl),30730
2004,Federal,Onshore,Utah,Piute,"49031","",Clay (ton),15223
2004,Federal,Onshore,Kansas,Meade,"20119","",Gas (mcf),12200
2004,Federal,Onshore,Wyoming,Laramie,"56021","",Gas (mcf),3738
2004,Federal,Onshore,Wyoming,Laramie,"56021","",Oil (bbl),24813
2004,Federal,Onshore,Kansas,Meade,"20119","",Oil (bbl),7
2004,Federal,Onshore,Utah,San Juan,"49037","",Oil (bbl),361122
2004,Federal,Onshore,Utah,San Juan,"49037","",Gas (mcf),13272047
2004,Federal,Onshore,Kansas,Lane,"20101","",Oil (bbl),5687
2004,Federal,Onshore,Montana,Toole,"30101","",Gas (mcf),230652
2004,Federal,Onshore,Wyoming,Johnson,"56019","",Gas (mcf),11948070
2004,Federal,Onshore,Wyoming,Johnson,"56019","",Oil (bbl),1029278
2004,Federal,Onshore,Colorado,Larimer,"08069","",Oil (bbl),1298
2004,Federal,Onshore,Colorado,Larimer,"08069","",Gas (mcf),343
2004,Federal,Onshore,Montana,Toole,"30101","",Oil (bbl),49275
2004,Federal,Onshore,Kansas,Kearny,"20093","",Gas (mcf),3063005
2004,Federal,Onshore,Kansas,Kearny,"20093","",Oil (bbl),20222
2004,Federal,Onshore,Utah,Sevier,"49041","",Coal (ton),6934391
2004,Federal,Onshore,Kansas,Haskell,"20081","",Gas (mcf),521843
2004,Federal,Onshore,Kansas,Haskell,"20081","",Oil (bbl),28740
2004,Federal,Onshore,Utah,Summit,"49043","",Oil (bbl),53867
2004,Federal,Onshore,Utah,Summit,"49043","",Gas (mcf),370329
2004,Federal,Onshore,Ohio,Lawrence,"39087","",Gas (mcf),17755
2004,Federal,Onshore,Wyoming,Hot Springs,"56017","",Gas (mcf),463433
2004,Federal,Onshore,Wyoming,Hot Springs,"56017","",Oil (bbl),2486476
2004,Federal,Onshore,Colorado,Las Animas,"08071","",Gas (mcf),2601458
2004,Federal,Onshore,Kansas,Hamilton,"20075","",Gas (mcf),69174
2004,Federal,Onshore,Kansas,Grant,"20067","",Gas (mcf),196189
2004,Federal,Onshore,Utah,Tooele,"49045","",Magnesium chloride brine (ton),67782
2004,Federal,Onshore,Utah,Tooele,"49045","",Potash (ton),16055
2004,Federal,Onshore,Colorado,Logan,"08075","",Oil (bbl),2469
2004,Federal,Onshore,Colorado,Logan,"08075","",Gas (mcf),1440
2005,Federal,Onshore,Alaska,Kenai (Post),"02122","",Gas (mcf),30519079
2005,Federal,Onshore,Oklahoma,Garfield,"40047","",Oil (bbl),1043
2005,Federal,Onshore,Montana,Big Horn,"30003","",Gas (mcf),3515146
2005,Federal,Onshore,Texas,Hidalgo,"48215","",Gas (mcf),86967
2005,Federal,Onshore,West Virginia,Randolph,"54083","",Gas (mcf),40566
2005,Federal,Onshore,New Mexico,Rio Arriba,"35039","",Oil (bbl),756750
2005,Federal,Onshore,Arkansas,Yell,"05149","",Gas (mcf),3028518
2005,Federal,Onshore,North Dakota,Mckenzie,"38053","",Oil (bbl),1073976
2005,Federal,Onshore,Louisiana,Vernon,"22115","",Gas (mcf),82482
2005,Federal,Onshore,Louisiana,Vernon,"22115","",Oil (bbl),19920
2005,Federal,Onshore,North Dakota,Mckenzie,"38053","",Gas (mcf),2310053
2005,Federal,Onshore,Colorado,Rio Blanco,"08103","",Sodium bi-carbonate (ton),85106
2005,Federal,Onshore,Montana,Big Horn,"30003","",Coal (ton),17265214
2005,Mixed Exploratory,Onshore,Wyoming,Carbon,"56007","",Oil (bbl),1789
2005,Federal,Onshore,Texas,Houston,"48225","",Oil (bbl),135012
2005,Federal,Onshore,Louisiana,Vermilion,"22113","",Gas (mcf),376
2005,Federal,Onshore,Colorado,Rio Blanco,"08103","",Coal (ton),2025464
2005,Federal,Onshore,Nevada,Lander,"32015","","Geothermal - electrical generation, kilowatt hours (kwh)",46470252
2005,Federal,Onshore,California,Santa Barbar,"6083","",Gas (mcf),264194
2005,Federal,Onshore,California,Santa Barbar,"6083","",Oil (bbl),91599
2005,Federal,Onshore,Colorado,Rio Blanco,"08103","",Gas (mcf),49438191
2005,Federal,Onshore,Illinois,Franklin,"17055","",Oil (bbl),12674
2005,Mixed Exploratory,Onshore,Wyoming,Carbon,"56007","",Gas (mcf),57484
2005,Federal,Onshore,New Mexico,Rio Arriba,"35039","",Gas (mcf),298457539
2005,Federal,Onshore,Louisiana,Vermilion,"22113","",Oil (bbl),5175
2005,Federal,Onshore,Illinois,Franklin,"17055","",Gas (mcf),7416
2005,Federal,Onshore,Colorado,Jackson,"08057","",Oil (bbl),103918
2005,Federal,Onshore,North Dakota,Renville,"38075","",Gas (mcf),5567
2005,Federal,Onshore,Oklahoma,Ellis,"40045","",Gas (mcf),437893
2005,Federal,Onshore,Oklahoma,Ellis,"40045","",Oil (bbl),11910
2005,Federal,Onshore,Montana,Blaine,"30005","",Oil (bbl),43229
2005,Federal,Onshore,Colorado,Jackson,"08057","",Gas (mcf),840323
2005,Federal,Onshore,Colorado,Rio Blanco,"08103","",Oil (bbl),2929520
2005,Federal,Onshore,Texas,Jackson,"48239","",Oil (bbl),1
2005,Federal,Onshore,Texas,Jackson,"48239","",Gas (mcf),1446
2005,Federal,Onshore,Louisiana,Union,"22111","",Gas (mcf),5254
2005,Federal,Onshore,Wyoming,Campbell,"56005","",Oil (bbl),4216686
2005,Federal,Onshore,Montana,Blaine,"30005","",Gas (mcf),3140024
2005,Federal,Onshore,Oklahoma,Dewey,"40043","",Gas (mcf),735483
2005,Federal,Onshore,Oklahoma,Dewey,"40043","",Oil (bbl),18809
2005,Mixed Exploratory,Onshore,Colorado,Garfield,"08045","",Oil (bbl),1381
2005,Mixed Exploratory,Onshore,Colorado,Garfield,"08045","",Gas (mcf),621130
2005,Federal,Onshore,Wyoming,Campbell,"56005","",Gas (mcf),97282441
2005,Federal,Onshore,Kentucky,Lawrence,"21127","",Gas (mcf),1265
2005,Federal,Onshore,Colorado,Arapahoe,"08005","",Oil (bbl),71
2005,Federal,Onshore,Colorado,Arapahoe,"08005","",Gas (mcf),71
2005,Federal,Onshore,Utah,Utah,"49049","",Gas (mcf),11109
2005,Federal,Onshore,Wyoming,Campbell,"56005","",Coal (ton),355581773
2005,Federal,Onshore,Louisiana,Terrebonne,"22109","",Gas (mcf),10935
2005,Federal,Onshore,Colorado,Moffat,"08081","",Coal (ton),7429872
2005,Federal,Onshore,Utah,Tooele,"49045","",Salt (ton),9037
2005,Federal,Onshore,North Dakota,Renville,"38075","",Oil (bbl),25008
2005,Federal,Onshore,Montana,Carbon,"30009","",Oil (bbl),520062
2005,Federal,Onshore,Montana,Carbon,"30009","",Gas (mcf),1347684
2005,Federal,Onshore,Oklahoma,Custer,"40039","",Gas (mcf),388913
2005,Federal,Onshore,Wyoming,Fremont,"56013","",Oil (bbl),554101
2005,Federal,Onshore,Utah,Carbon,"49007","",Oil (bbl),1947
2005,Federal,Onshore,Texas,Jasper,"48241","",Oil (bbl),1844
2005,Federal,Onshore,Texas,Jasper,"48241","",Gas (mcf),2781
2005,Federal,Onshore,Nevada,Nye,"32023","",Oil (bbl),407273
2005,Federal,Onshore,Wyoming,Weston,"56045","",Gas (mcf),1176263
2005,Federal,Onshore,Wyoming,Weston,"56045","",Oil (bbl),580858
2005,Federal,Onshore,Utah,Carbon,"49007","",Gas (mcf),19115671
2005,Federal,Onshore,Utah,Carbon,"49007","",Coal (ton),8466671
2005,Federal,Onshore,Arkansas,Sebastian,"05131","",Gas (mcf),4078631
2005,Federal,Onshore,Oklahoma,Custer,"40039","",Oil (bbl),4029
2005,Federal,Onshore,Alabama,Baldwin,"01003","",Gas (mcf),76404
2005,Federal,Onshore,Alabama,Baldwin,"01003","",Oil (bbl),15
2005,Federal,Onshore,Louisiana,St Martin,"22099","",Gas (mcf),1143
2005,Federal,Onshore,Louisiana,St Martin,"22099","",Oil (bbl),876
2005,Federal,Onshore,New Mexico,Roosevelt,"35041","",Gas (mcf),1494571
2005,Federal,Onshore,Kansas,Lane,"20101","",Oil (bbl),5765
2005,Federal,Onshore,Oklahoma,Creek,"40037","",Gas (mcf),43
2005,Federal,Onshore,Montana,Carter,"30011","",Oil (bbl),23008
2005,Federal,Onshore,Texas,Jones,"48253","",Oil (bbl),2636
2005,Federal,Onshore,Texas,Jones,"48253","",Gas (mcf),4555
2005,Federal,Onshore,Nevada,Nye,"32023","",Gas (mcf),5396
2005,Mixed Exploratory,Onshore,Wyoming,Sublette,"56035","",Oil (bbl),5342
2005,Federal,Onshore,Oklahoma,Creek,"40037","",Oil (bbl),232
2005,Federal,Onshore,Kentucky,Henderson,"21101","",Oil (bbl),12808
2005,Federal,Onshore,Colorado,Archuleta,"08007","",Gas (mcf),3374948
2005,Federal,Onshore,Arkansas,Pope,"05115","",Gas (mcf),22768
2005,Mixed Exploratory,Onshore,Montana,Prairie,"30079","",Oil (bbl),4210
2005,Mixed Exploratory,Onshore,Montana,Prairie,"30079","",Gas (mcf),469
2005,Federal,Onshore,Wyoming,Fremont,"56013","",Gas (mcf),136599578
2005,Federal,Onshore,New Mexico,Roosevelt,"35041","",Oil (bbl),139556
2005,Federal,Onshore,Louisiana,S Pass,"22721","",Gas (mcf),20845
2005,Federal,Onshore,North Dakota,Bottineau,"38009","",Gas (mcf),1980
2005,Federal,Onshore,Wyoming,Washakie,"56043","",Gas (mcf),1356788
2005,Federal,Onshore,Wyoming,Washakie,"56043","",Oil (bbl),623828
2005,Mixed Exploratory,Onshore,Wyoming,Natrona,"56025","",Oil (bbl),4306
2005,Federal,Onshore,Colorado,San Miguel,"08113","",Oil (bbl),13348
2005,Federal,Onshore,Montana,Chouteau,"30015","",Gas (mcf),310514
2005,Federal,Onshore,Oklahoma,Comanche,"40031","",Oil (bbl),1114
2005,Federal,Onshore,Louisiana,S Pass,"22721","",Oil (bbl),18376
2005,Federal,Onshore,Colorado,San Miguel,"08113","",Gas (mcf),16305949
2005,Federal,Onshore,Colorado,Moffat,"08081","",Gas (mcf),16877109
2005,Federal,Onshore,Arkansas,Montgomery,"05097","",Quartz crystal (lb),8265
2005,Federal,Onshore,New Mexico,Mckinley,"35031","",Oil (bbl),4606
2005,Federal,Onshore,Wyoming,Natrona,"56025","",Gas (mcf),36577245
2005,Federal,Onshore,Wyoming,Natrona,"56025","",Oil (bbl),3243571
2005,Federal,Onshore,Colorado,Baca,"08009","",Oil (bbl),33987
2005,Federal,Onshore,Colorado,Baca,"08009","",Gas (mcf),66590
2005,Federal,Onshore,North Dakota,Bottineau,"38009","",Oil (bbl),45991
2005,Federal,Onshore,Montana,Toole,"30101","",Oil (bbl),49504
2005,Mixed Exploratory,Onshore,New Mexico,Rio Arriba,"35039","",Oil (bbl),1384
2005,Mixed Exploratory,Onshore,Wyoming,Sublette,"56035","",Gas (mcf),1051488
2005,Federal,Onshore,Utah,Tooele,"49045","",Magnesium chloride brine (ton),40470
2005,Federal,Onshore,Colorado,Prowers,"08099","",Gas (mcf),2547
2005,Federal,Onshore,Texas,Lee,"48287","",Oil (bbl),1365
2005,Federal,Onshore,Texas,Lee,"48287","",Gas (mcf),34088
2005,Federal,Onshore,Montana,Custer,"30017","",Gas (mcf),38104
2005,Federal,Onshore,Oklahoma,Coal,"40029","",Gas (mcf),26510
2005,Federal,Onshore,West Virginia,Preston,"54077","",Gas (mcf),72763
2005,Federal,Onshore,Texas,Live Oak,"48297","",Gas (mcf),135800
2005,Mixed Exploratory,Onshore,Montana,Fallon,"30025","",Gas (mcf),1455
2005,Mixed Exploratory,Onshore,Montana,Fallon,"30025","",Oil (bbl),16994
2005,Federal,Onshore,New Mexico,Mckinley,"35031","",Gas (mcf),980
2005,Federal,Onshore,Arkansas,Logan,"05083","",Gas (mcf),463934
2005,Mixed Exploratory,Onshore,New Mexico,Rio Arriba,"35039","",Gas (mcf),451356
2005,Federal,Onshore,Wyoming,Johnson,"56019","",Gas (mcf),26474207
2005,Federal,Onshore,Wyoming,Johnson,"56019","",Oil (bbl),979698
2005,Federal,Onshore,Texas,Mcmullen,"48311","",Oil (bbl),3342
2005,Federal,Onshore,Texas,Mcmullen,"48311","",Gas (mcf),37194
2005,Federal,Onshore,Utah,Daggett,"49009","",Oil (bbl),172
2005,Federal,Onshore,New Mexico,Harding,"35021","",Gas (mcf),3014498
2005,Federal,Onshore,Wyoming,Uinta,"56041","",Gas (mcf),58095583
2005,Federal,Onshore,Wyoming,Uinta,"56041","",Oil (bbl),901383
2005,Federal,Onshore,Utah,Daggett,"49009","",Gas (mcf),179554
2005,Federal,Onshore,Colorado,Las Animas,"08071","",Gas (mcf),3045960
2005,Federal,Onshore,New Mexico,Mckinley,"35031","",Coal (ton),252414
2005,Federal,Onshore,Montana,Dawson,"30021","",Oil (bbl),372720
2005,Federal,Onshore,West Virginia,Pocahontas,"54075","",Gas (mcf),104797
2005,Mixed Exploratory,Onshore,Wyoming,Natrona,"56025","",Gas (mcf),360456
2005,Federal,Onshore,Montana,Dawson,"30021","",Gas (mcf),100562
2005,Federal,Onshore,North Dakota,Mercer,"38057","",Coal (ton),1910916
2005,Federal,Onshore,Ohio,Lawrence,"39087","",Gas (mcf),18829
2005,Federal,Onshore,Colorado,Moffat,"08081","",Oil (bbl),211248
2005,Federal,Onshore,Colorado,Bent,"08011","",Oil (bbl),12
2005,Federal,Onshore,Colorado,Bent,"08011","",Gas (mcf),43076
2005,Federal,Onshore,Colorado,Kiowa,"08061","",Oil (bbl),3675
2005,Federal,Onshore,Oklahoma,Coal,"40029","",Oil (bbl),1
2005,Federal,Onshore,Louisiana,Rapides,"22079","",Gas (mcf),26021
2005,Federal,Onshore,Louisiana,Rapides,"22079","",Oil (bbl),22924
2005,Federal,Onshore,Colorado,Kiowa,"08061","",Gas (mcf),11135
2005,Federal,Onshore,New York,Steuben,"36101","",Gas (mcf),1162
2005,Federal,Onshore,Oklahoma,Canadian,"40017","",Gas (mcf),191273
2005,Federal,Onshore,Arkansas,Johnson,"05071","",Gas (mcf),810438
2005,Federal,Onshore,Oklahoma,Canadian,"40017","",Oil (bbl),2936
2005,Mixed Exploratory,Onshore,Wyoming,Lincoln,"56023","",Oil (bbl),13243
2005,Federal,Onshore,Montana,Valley,"30105","",Gas (mcf),1732288
2005,Federal,Onshore,Kentucky,Floyd,"21071","",Gas (mcf),15417
2005,Federal,Onshore,Wyoming,Crook,"56011","",Oil (bbl),822863
2005,Federal,Onshore,Colorado,Washington,"08121","",Oil (bbl),11013
2005,Mixed Exploratory,Onshore,Colorado,Rio Blanco,"08103","",Oil (bbl),3198
2005,Mixed Exploratory,Onshore,Colorado,Rio Blanco,"08103","",Gas (mcf),1221438
2005,Federal,Onshore,Louisiana,Plaquemines,"22075","",Gas (mcf),1878278
2005,Federal,Onshore,Louisiana,Plaquemines,"22075","",Oil (bbl),203236
2005,Federal,Onshore,Colorado,Washington,"08121","",Gas (mcf),90355
2005,Federal,Onshore,West Virginia,Pendleton,"54071","",Gas (mcf),1944
2005,Mixed Exploratory,Onshore,Wyoming,Lincoln,"56023","",Gas (mcf),487886
2005,Federal,Onshore,New Mexico,San Juan,"35045","",Gas (mcf),467594505
2005,Federal,Onshore,Texas,Nacogdoches,"48347","",Oil (bbl),1
2005,Federal,Onshore,Texas,Nacogdoches,"48347","",Gas (mcf),13068
2005,Federal,Onshore,Louisiana,Ouachita,"22073","",Gas (mcf),728
2005,Federal,Onshore,Wyoming,Crook,"56011","",Gas (mcf),49431
2005,Federal,Onshore,Montana,Fallon,"30025","",Oil (bbl),2475116
2005,Federal,Onshore,Montana,Fallon,"30025","",Gas (mcf),9336426
2005,Federal,Onshore,New Mexico,San Juan,"35045","",Oil (bbl),918263
2005,Federal,Onshore,Utah,Summit,"49043","",Oil (bbl),52013
2005,Federal,Onshore,Utah,Duchesne,"49013","",Oil (bbl),1732217
2005,Federal,Onshore,Colorado,Broomfield,"08014","",Oil (bbl),0
2005,Federal,Onshore,Colorado,Broomfield,"08014","",Gas (mcf),7
2005,Federal,Onshore,Utah,Duchesne,"49013","",Gas (mcf),3863946
2005,Federal,Onshore,Arkansas,Franklin,"05047","",Gas (mcf),239536
2005,Federal,Onshore,Louisiana,Natchitoches,"22069","",Gas (mcf),10046
2005,Federal,Onshore,Louisiana,Natchitoches,"22069","",Oil (bbl),446
2005,Mixed Exploratory,Onshore,Montana,Wibaux,"30109","",Oil (bbl),4210
2005,Mixed Exploratory,Onshore,Montana,Wibaux,"30109","",Gas (mcf),469
2005,Federal,Onshore,Oklahoma,Caddo,"40015","",Gas (mcf),14881
2005,Federal,Onshore,Oklahoma,Caddo,"40015","",Oil (bbl),19
2005,Federal,Onshore,Montana,Fergus,"30027","",Gas (mcf),47395
2005,Federal,Onshore,Montana,Garfield,"30033","",Oil (bbl),4166
2005,Federal,Onshore,Kentucky,Clay,"21051","",Gas (mcf),46974
2005,Federal,Onshore,Utah,Summit,"49043","",Gas (mcf),266173
2005,Federal,Onshore,Oklahoma,Blaine,"40011","",Gas (mcf),314907
2005,Federal,Onshore,Oklahoma,Blaine,"40011","",Oil (bbl),5277
2005,Federal,Onshore,Texas,Newton,"48351","",Oil (bbl),14
2005,Federal,Onshore,Texas,Newton,"48351","",Gas (mcf),29
2005,Federal,Onshore,Louisiana,Morehouse,"22067","",Gas (mcf),1476
2005,Federal,Onshore,Colorado,Logan,"08075","",Gas (mcf),1440
2005,Mixed Exploratory,Onshore,Montana,Phillips,"30071","",Gas (mcf),30244
2005,Federal,Onshore,Texas,Nueces,"48355","",Oil (bbl),411
2005,Federal,Onshore,Texas,Nueces,"48355","",Gas (mcf),119850
2005,Federal,Onshore,Louisiana,Lincoln,"22061","",Gas (mcf),5051
2005,Federal,Onshore,Louisiana,Lincoln,"22061","",Oil (bbl),56
2005,Federal,Onshore,West Virginia,Mingo,"54059","",Gas (mcf),231930
2005,Federal,Onshore,Kansas,Trego,"20195","",Oil (bbl),2338
2005,Federal,Onshore,Montana,Glacier,"30035","",Oil (bbl),5770
2005,Federal,Onshore,Montana,Glacier,"30035","",Gas (mcf),11416
2005,Federal,Onshore,Louisiana,La Salle,"22059","",Gas (mcf),373
2005,Federal,Onshore,Louisiana,La Salle,"22059","",Oil (bbl),674
2005,Federal,Onshore,Colorado,Larimer,"08069","",Oil (bbl),1270
2005,Federal,Onshore,Colorado,Morgan,"08087","",Gas (mcf),767
2005,Federal,Onshore,Arkansas,Crawford,"05033","",Gas (mcf),125087
2005,Mixed Exploratory,Onshore,Montana,Dawson,"30021","",Oil (bbl),4210
2005,Mixed Exploratory,Onshore,Montana,Dawson,"30021","",Gas (mcf),469
2005,Federal,Onshore,Colorado,Morgan,"08087","",Oil (bbl),1149
2005,Federal,Onshore,Wyoming,Carbon,"56007","",Oil (bbl),1018251
2005,Federal,Onshore,Colorado,Cheyenne,"08017","",Oil (bbl),34119
2005,Federal,Onshore,Colorado,Cheyenne,"08017","",Gas (mcf),208444
2005,Federal,Onshore,North Dakota,Mclean,"38055","",Coal (ton),135770
2005,Federal,Onshore,Oklahoma,Beckham,"40009","",Gas (mcf),1667936
2005,Federal,Onshore,Oklahoma,Beckham,"40009","",Oil (bbl),924
2005,Federal,Onshore,Louisiana,Lafourche,"22057","",Gas (mcf),888
2005,Federal,Onshore,Louisiana,Lafourche,"22057","",Oil (bbl),914
2005,Federal,Onshore,Wyoming,Carbon,"56007","",Gas (mcf),60180593
2005,Federal,Onshore,Colorado,Larimer,"08069","",Gas (mcf),343
2005,Federal,Onshore,Montana,Hill,"30041","",Gas (mcf),665616
2005,Federal,Onshore,North Dakota,Oliver,"38065","",Coal (ton),658
2005,Federal,Onshore,Arkansas,Conway,"05029","",Gas (mcf),57495
2005,Mixed Exploratory,Onshore,New Mexico,Lea,"35025","",Oil (bbl),14591
2005,Federal,Onshore,Kansas,Hamilton,"20075","",Gas (mcf),62779
2005,Federal,Onshore,Texas,Ochiltree,"48357","",Oil (bbl),4
2005,Federal,Onshore,Texas,Ochiltree,"48357","",Gas (mcf),3259
2005,Mixed Exploratory,Onshore,New Mexico,Lea,"35025","",Gas (mcf),121942
2005,Federal,Onshore,Kansas,Comanche,"20033","",Oil (bbl),1
2005,Federal,Onshore,Utah,Emery,"49015","",Oil (bbl),2971
2005,Federal,Onshore,Louisiana,E Baton Rouge,"22033","",Gas (mcf),120986
2005,Federal,Onshore,Louisiana,E Baton Rouge,"22033","",Oil (bbl),12588
2005,Federal,Onshore,Utah,Emery,"49015","",Gas (mcf),9316692
2005,Federal,Onshore,Utah,Emery,"49015","",Coal (ton),5043013
2005,Federal,Onshore,Montana,Liberty,"30051","",Oil (bbl),5048
2005,Federal,Onshore,Montana,Liberty,"30051","",Gas (mcf),228951
2005,Federal,Onshore,Texas,Parker,"48367","",Gas (mcf),17481
2005,Federal,Onshore,Oklahoma,Beaver,"40007","",Gas (mcf),199599
2005,Federal,Onshore,Oklahoma,Beaver,"40007","",Oil (bbl),2537
2005,Federal,Onshore,Kansas,Stevens,"20189","",Gas (mcf),443690
2005,Federal,Onshore,Utah,San Juan,"49037","",Oil (bbl),329531
2005,Federal,Onshore,Texas,Sabine,"48403","",Oil (bbl),2600
2005,Federal,Onshore,Louisiana,De Soto,"22031","",Gas (mcf),20154
2005,Federal,Onshore,Wyoming,Carbon,"56007","",Coal (ton),16
2005,Federal,Onshore,Montana,Sheridan,"30091","",Oil (bbl),41425
2005,Federal,Onshore,Montana,Musselshell,"30065","",Oil (bbl),6416
2005,Federal,Onshore,Oklahoma,Alfalfa,"40003","",Gas (mcf),109942
2005,Federal,Onshore,Oklahoma,Alfalfa,"40003","",Oil (bbl),1228
2005,Federal,Onshore,Colorado,Weld,"08123","",Oil (bbl),103970
2005,Federal,Onshore,Colorado,Weld,"08123","",Gas (mcf),2438902
2005,Federal,Onshore,Utah,San Juan,"49037","",Gas (mcf),10117842
2005,Federal,Onshore,Colorado,Delta,"08029","",Oil (bbl),102
2005,Federal,Onshore,Colorado,Delta,"08029","",Gas (mcf),54389
2005,Federal,Onshore,Colorado,Delta,"08029","",Coal (ton),5575374
2005,Federal,Onshore,Nevada,Washoe,"32031","","Geothermal - electrical generation, kilowatt hours (kwh)",51093232
2005,Federal,Onshore,Kansas,Kearny,"20093","",Gas (mcf),2732564
2005,Federal,Onshore,Arkansas,Columbia,"05027","",Gas (mcf),6326
2005,Federal,Onshore,Arkansas,Columbia,"05027","",Oil (bbl),39
2005,Federal,Onshore,Texas,Sabine,"48403","",Gas (mcf),17947
2005,Federal,Onshore,Alaska,Tyonek,"02122","",Gas (mcf),14636858
2005,Mixed Exploratory,Onshore,New Mexico,Chaves,"35005","",Oil (bbl),1890
2005,Mixed Exploratory,Onshore,New Mexico,Chaves,"35005","",Gas (mcf),166113
2005,Federal,Onshore,Colorado,Kit Carson,"08063","",Oil (bbl),21
2005,Federal,Onshore,Colorado,Kit Carson,"08063","",Gas (mcf),22
2005,Federal,Onshore,Texas,San Jacinto,"48407","",Oil (bbl),15370
2005,Federal,Onshore,Texas,San Jacinto,"48407","",Gas (mcf),116795
2005,Federal,Onshore,Kansas,Kearny,"20093","",Oil (bbl),20659
2005,Federal,Onshore,North Dakota,Golden Valle,"38033","",Oil (bbl),284834
2005,Federal,Onshore,Louisiana,Claiborne,"22027","",Gas (mcf),198834
2005,Federal,Onshore,Louisiana,Claiborne,"22027","",Oil (bbl),26173
2005,Federal,Onshore,Ohio,Athens,"39009","",Gas (mcf),1330
2005,Federal,Onshore,Kansas,Stevens,"20189","",Oil (bbl),7
2005,Federal,Onshore,Montana,Petroleum,"30069","",Oil (bbl),11861
2005,Federal,Onshore,Montana,Phillips,"30071","",Gas (mcf),10521667
2005,Federal,Onshore,Ohio,Washington,"39167","",Gas (mcf),46896
2005,Federal,Onshore,North Dakota,Billings,"38007","",Gas (mcf),1903660
2005,Federal,Onshore,North Dakota,Billings,"38007","",Oil (bbl),2106290
2005,Federal,Onshore,Colorado,Logan,"08075","",Oil (bbl),2241
2005,Federal,Onshore,Kansas,Finney,"20055","",Oil (bbl),23172
2005,Federal,Onshore,Ohio,Washington,"39167","",Oil (bbl),1681
2005,Federal,Onshore,Montana,Pondera,"30073","",Gas (mcf),7025
2005,Federal,Onshore,West Virginia,Grant,"54023","",Gas (mcf),29962
2005,Federal,Onshore,Colorado,Yuma,"08125","",Gas (mcf),774524
2005,Federal,Onshore,North Dakota,Williams,"38105","",Oil (bbl),52583
2005,Federal,Onshore,North Dakota,Williams,"38105","",Gas (mcf),203483
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Sodium bisulfite (ton),385
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Sodium bi-carbonate (ton),25543
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Trona ore (ton),17934
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Soda ash (ton),3459390
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Sodium decahydrate (ton),303
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Coal (ton),2538359
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Purge liquor (ton),60216
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Sodium sesquicarbonate (ton),54590
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Sulfide (ton),3362
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Gas (mcf),121025878
2005,Federal,Onshore,Wyoming,Sweetwater,"56037","",Oil (bbl),2091780
2005,Mixed Exploratory,Onshore,Colorado,San Miguel,"08113","",Gas (mcf),2760629
2005,Federal,Onshore,North Dakota,Golden Valle,"38033","",Gas (mcf),164808
2005,Federal,Onshore,Kansas,Stanton,"20187","",Gas (mcf),50135
2005,Federal,Onshore,Kansas,Comanche,"20033","",Gas (mcf),8638
2005,Federal,Onshore,Colorado,Dolores,"08033","",Oil (bbl),38812
2005,Federal,Onshore,Colorado,Dolores,"08033","",Gas (mcf),129650265
2005,Federal,Onshore,North Dakota,Mountrail,"38061","",Oil (bbl),339
2005,Federal,Onshore,North Dakota,Mountrail,"38061","",Gas (mcf),5121
2005,Federal,Onshore,Alabama,Tuscaloosa,"01125","",Gas (mcf),673966
2005,Mixed Exploratory,Onshore,Wyoming,Sweetwater,"56037","",Oil (bbl),43928
2005,Federal,Onshore,Virginia,Wise,"51195","",Gas (mcf),1362
2005,Federal,Onshore,Florida,Manatee,"12081","",Phosphate raw ore (ton),550626
2005,Federal,Onshore,Louisiana,Cameron,"22023","",Gas (mcf),6334
2005,Federal,Onshore,Louisiana,Cameron,"22023","",Oil (bbl),147
2005,Federal,Onshore,Montana,Sheridan,"30091","",Gas (mcf),29642
2005,Federal,Onshore,Utah,Uintah,"49047","",Gilsonite (ton),6642
2005,Mixed Exploratory,Onshore,Wyoming,Sweetwater,"56037","",Gas (mcf),3621679
2005,Federal,Onshore,Alabama,Lamar,"01075","",Oil (bbl),1491
2005,Federal,Onshore,Alabama,Lamar,"01075","",Gas (mcf),3786
2005,Federal,Onshore,Utah,Uintah,"49047","",Gas (mcf),115985407
2005,Federal,Onshore,Kansas,Finney,"20055","",Gas (mcf),1602124
2005,Federal,Onshore,Wyoming,Lincoln,"56023","",Coal (ton),427077
2005,Federal,Onshore,Wyoming,Lincoln,"56023","",Gas (mcf),65890828
2005,Federal,Onshore,Wyoming,Lincoln,"56023","",Oil (bbl),486807
